chemical,congener,MW,planner,ctenax,corganism,organism,research,OC,mtenax,tsed
PCB,28,257.5,t,1152.882883,10870,LV,sinche,0.0925,319.925,Humic Acid
PCB,28,257.5,t,1900.674274,19089.62963,LV,sinche,0.0964,549.675,Saw Dust
PCB,44,292,t,6743.456033,22122.22222,LV,sinche,0.0326,659.51,LPH
PCB,44,292,t,1481.166415,17158.33333,LV,sinche,0.0653,290.1605008,Humic Acid
PCB,44,292,t,2256.25,19223.87069,LV,sinche,0.0672,454.86,Saw Dust
PCB,44,292,t,939.4234234,9728.333333,LV,sinche,0.0925,260.69,Humic Acid
PCB,44,292,t,1594.986169,17195.92593,LV,sinche,0.0964,461.27,Saw Dust
PCB,52,292,t,6684.355828,21586.66667,LV,sinche,0.0326,653.73,LPH
PCB,52,292,t,561.2870789,4854.057665,LV,sinche,0.0663,111.64,BC
PCB,52,292,t,1502.302665,17313.33333,LV,sinche,0.0653,294.301092,Humic Acid
PCB,52,292,t,2260.267857,21870.3914,LV,sinche,0.0672,455.67,Saw Dust
PCB,52,292,t,941.2432432,11180,LV,sinche,0.0925,261.195,Humic Acid
PCB,52,292,t,1599.913555,18626.2963,LV,sinche,0.0964,462.695,Saw Dust
PCB,66,292,t,6944.734151,22102.22222,LV,sinche,0.0326,679.195,LPH
PCB,66,292,t,1488.828557,17835.00000,LV,sinche,0.0653,291.6615143,Humic Acid
PCB,66,292,t,2281.845238,24326.03327,LV,sinche,0.0672,460.02,Saw Dust
PCB,66,292,t,948.3243243,10923.33333,LV,sinche,0.0925,263.16,Humic Acid
PCB,66,292,t,1592.704011,22278.88889,LV,sinche,0.0964,460.61,Saw Dust
PCB,77,292,t,6636.605317,18964.44444,LV,sinche,0.0326,649.06,LPH
PCB,77,292,t,542.2574158,3894.645093,LV,sinche,0.0663,107.855,BC
PCB,77,292,t,1494.077426,16386.66667,LV,sinche,0.0653,292.6897677,Humic Acid
PCB,77,292,t,2249.900794,21818.82501,LV,sinche,0.0672,453.58,Saw Dust
PCB,77,292,t,158.2162162,3433.333333,LV,sinche,0.0925,43.905,BC
PCB,77,292,t,938.6666667,11286.66667,LV,sinche,0.0925,260.48,Humic Acid
PCB,77,292,t,1587.413555,22065.92593,LV,sinche,0.0964,459.08,Saw Dust
PCB,101,326.4,t,6411.196319,21673.33333,LV,sinche,0.0326,627.015,LPH
PCB,101,326.4,t,1240.563097,18040.00000,LV,sinche,0.0653,243.0263107,Humic Acid
PCB,101,326.4,t,1692.733135,28873.85705,LV,sinche,0.0672,341.255,Saw Dust
PCB,101,326.4,t,920.3243243,10745,LV,sinche,0.0925,255.39,Humic Acid
PCB,101,326.4,t,1446.040802,24963.7037,LV,sinche,0.0964,418.195,Saw Dust
PCB,105,326.4,t,6279.08998,21046.66667,LV,sinche,0.0326,614.095,LPH
PCB,105,326.4,t,483.207642,702.9359436,LV,sinche,0.0663,96.11,BC
PCB,105,326.4,t,1227.390649,17960.00000,LV,sinche,0.0653,240.4458281,Humic Acid
PCB,105,326.4,t,1685.416667,23241.47544,LV,sinche,0.0672,339.78,Saw Dust
PCB,105,326.4,t,130.9009009,4104.444444,LV,sinche,0.0925,36.325,BC
PCB,105,326.4,t,930.6846847,10791.66667,LV,sinche,0.0925,258.265,Humic Acid
PCB,105,326.4,t,1414.643845,20259.25926,LV,sinche,0.0964,409.115,Saw Dust
PCB,114,326.4,t,6531.288344,22055.55556,LV,sinche,0.0326,638.76,LPH
PCB,114,326.4,t,483.7606838,706.7355973,LV,sinche,0.0663,96.22,BC
PCB,114,326.4,t,1240.241327,18791.66667,LV,sinche,0.0653,242.963276,Humic Acid
PCB,114,326.4,t,1693.204365,31845.16291,LV,sinche,0.0672,341.35,Saw Dust
PCB,114,326.4,t,919.1891892,10541.66667,LV,sinche,0.0925,255.075,Humic Acid
PCB,114,326.4,t,1441.59751,27253.7037,LV,sinche,0.0964,416.91,Saw Dust
PCB,126,326.4,t,6311.400818,20331.11111,LV,sinche,0.0326,617.255,LPH
PCB,126,326.4,t,1216.510809,17743.33333,LV,sinche,0.0653,238.3144676,Humic Acid
PCB,126,326.4,t,1676.240079,25827.28088,LV,sinche,0.0672,337.93,Saw Dust
PCB,126,326.4,t,138.2702703,1622.222222,LV,sinche,0.0925,38.37,BC
PCB,126,326.4,t,930.6486486,10613.33333,LV,sinche,0.0925,258.255,Humic Acid
PCB,126,326.4,t,1451.400415,22989.62963,LV,sinche,0.0964,419.745,Saw Dust
PCB,128,360.9,t,5242.075665,20935.55556,LV,sinche,0.0326,512.675,LPH
PCB,128,360.9,t,362.066365,782.7286723,LV,sinche,0.0663,72.015,BC
PCB,128,360.9,t,1091.040724,18455.00000,LV,sinche,0.0653,213.7348778,Humic Acid
PCB,128,360.9,t,1453.571429,20111.3118,LV,sinche,0.0672,293.04,Saw Dust
PCB,128,360.9,t,108.5045045,1706.666667,LV,sinche,0.0925,30.11,BC
PCB,128,360.9,t,731.027027,9600,LV,sinche,0.0925,202.86,Humic Acid
PCB,128,360.9,t,1330.134855,17664.44444,LV,sinche,0.0964,384.675,Saw Dust
PCB,138,360.9,t,5220.705521,21257.77778,LV,sinche,0.0326,510.585,LPH
PCB,138,360.9,t,1070.930116,17840.00000,LV,sinche,0.0653,209.7952097,Humic Acid
PCB,138,360.9,t,1457.316468,21754.78286,LV,sinche,0.0672,293.795,Saw Dust
PCB,138,360.9,t,109.027027,1260,LV,sinche,0.0925,30.255,BC
PCB,138,360.9,t,705.1531532,10150,LV,sinche,0.0925,195.68,Humic Acid
PCB,138,360.9,t,1332.295989,19820.74074,LV,sinche,0.0964,385.3,Saw Dust
PCB,153,360.9,t,5338.90593,18115.55556,LV,sinche,0.0326,522.145,LPH
PCB,153,360.9,t,358.6224233,685.8375017,LV,sinche,0.0663,71.33,BC
PCB,153,360.9,t,1095.585721,17308.33333,LV,sinche,0.0653,214.6252428,Humic Acid
PCB,153,360.9,t,1438.566468,30084.83573,LV,sinche,0.0672,290.015,Saw Dust
PCB,153,360.9,t,700.2522523,9483.333333,LV,sinche,0.0925,194.32,Humic Acid
PCB,153,360.9,t,1323.841632,26506.66667,LV,sinche,0.0964,382.855,Saw Dust
PCB,170,395.3,t,4706.03272,16160.00000,LV,sinche,0.0326,460.25,LPH
PCB,170,395.3,t,905.7817999,17336.66667,LV,sinche,0.0653,177.4426546,Humic Acid
PCB,170,395.3,t,784.9206349,19598.97466,LV,sinche,0.0672,158.24,Saw Dust
PCB,170,395.3,t,527.4054054,9170,LV,sinche,0.0925,146.355,Humic Acid
PCB,170,395.3,t,749.8098202,17748.51852,LV,sinche,0.0964,216.845,Saw Dust
PCB,180,395.3,t,735.373444,3216.296296,LV,sinche,0.0964,212.67,Saw Dust
PCB,187,395.3,f,4588.445808,16544.44444,LV,sinche,0.0326,448.75,LPH
PCB,187,395.3,f,288.2604324,670.6388867,LV,sinche,0.0663,57.335,BC
PCB,187,395.3,f,914.8516843,17870.00000,LV,sinche,0.0653,179.2194449,Humic Acid
PCB,187,395.3,f,774.2311508,18916.55158,LV,sinche,0.0672,156.085,Saw Dust
PCB,187,395.3,f,87.35135135,986.6666667,LV,sinche,0.0925,24.24,BC
PCB,187,395.3,f,527.4414414,11090,LV,sinche,0.0925,146.365,Humic Acid
PCB,187,395.3,f,763.7793914,17894.44444,LV,sinche,0.0964,220.885,Saw Dust
PCB,195,429.8,f,3930.777096,17660.00000,LV,sinche,0.0326,384.43,LPH
PCB,195,429.8,f,229.6631473,1405.871887,LV,sinche,0.0663,45.68,BC
PCB,195,429.8,f,631.6742081,17091.66667,LV,sinche,0.0653,123.7449774,Humic Acid
PCB,195,429.8,f,683.1845238,15897.00618,LV,sinche,0.0672,137.73,Saw Dust
PCB,195,429.8,f,78,980,LV,sinche,0.0925,21.645,BC
PCB,195,429.8,f,443.1351351,10410,LV,sinche,0.0925,122.97,Humic Acid
PCB,195,429.8,f,544.4502075,14371.85185,LV,sinche,0.0964,157.455,Saw Dust
PCB,196,429.8,f,3763.90593,18511.11111,LV,sinche,0.0326,368.11,LPH
PCB,196,429.8,f,222.7249874,1257.685391,LV,sinche,0.0663,44.3,BC
PCB,196,429.8,f,664.3941679,15160.00000,LV,sinche,0.0653,130.1548175,Humic Acid
PCB,196,429.8,f,678.5714286,19377.32232,LV,sinche,0.0672,136.8,Saw Dust
PCB,196,429.8,f,78.3963964,2024.444444,LV,sinche,0.0925,21.755,BC
PCB,196,429.8,f,463.4054054,8946.666667,LV,sinche,0.0925,128.595,Humic Acid
PCB,196,429.8,f,546.3174274,23479.62963,LV,sinche,0.0964,157.995,Saw Dust
PCB,206,464.2,f,2761.042945,15071.11111,LV,sinche,0.0326,270.03,LPH
PCB,206,464.2,f,128.3559578,898.6181117,LV,sinche,0.0663,25.53,BC
PCB,206,464.2,f,466.8275515,13125.00000,LV,sinche,0.0653,91.45151735,Humic Acid
PCB,206,464.2,f,356.9196429,9239.53445,LV,sinche,0.0672,71.955,Saw Dust
PCB,206,464.2,f,395.2972973,8655,LV,sinche,0.0925,109.695,Humic Acid
PCB,206,464.2,f,418.6030429,9089.62963,LV,sinche,0.0964,121.06,Saw Dust
PCB,209,498.6,f,1910.685072,12304.44444,LV,sinche,0.0326,186.865,LPH
PCB,209,498.6,f,115.8873806,963.2122254,LV,sinche,0.0663,23.05,BC
PCB,209,498.6,f,286.4152841,11821.66667,LV,sinche,0.0653,56.10875415,Humic Acid
PCB,209,498.6,f,209.1765873,5585.389648,LV,sinche,0.0672,42.17,Saw Dust
PCB,209,498.6,f,55.47747748,1128.888889,LV,sinche,0.0925,15.395,BC
PCB,209,498.6,f,331.3333333,8316.666667,LV,sinche,0.0925,91.945,Humic Acid
PCB,209,498.6,f,268.1016598,5419.259259,LV,sinche,0.0964,77.535,Saw Dust
